Id,Name,Type,Rarity,Introduction,skillGemParam ID
2173,Destroyer/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Partbreaker and Recovery Up skills.,303
2174,KO/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Slugger and Recovery Up skills.,304
2175,Potential/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Heroics and Recovery Up skills.,305
2176,Wind Resist/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Windproof and Recovery Up skills.,306
2177,Draw/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Critical Draw and Recovery Up skills.,307
2178,Throttle/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Latent Power and Recovery Up skills.,308
2179,Challenger/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Agitator and Recovery Up skills.,309
2180,Flawless/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Peak Performance and Recovery Up skills.,310
2181,Furor/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Resentment and Recovery Up skills.,311
2182,Mighty/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Maximum Might and Recovery Up skills.,312
2183,Brace/Medicine Jewel 4,Jewel,rare10,A decoration that enhances the Flinch Free and Recovery Up skills.,313
2184,Phoenix/Medicine Jewel 4,Jewel,rare11,A decoration that enhances the Coalescence and Recovery Up skills.,314
2185,Earplug/Medicine Jewel 4,Jewel,rare11,A decoration that enhances the Earplugs and Recovery Up skills.,315
2186,Critical/Medicine Jewel 4,Jewel,rare11,A decoration that enhances the Critical Boost and Recovery Up skills.,316
2187,Tenderizer/Medicine Jewel 4,Jewel,rare11,A decoration that enhances the Weakness Exploit and Recovery Up skills.,317
2188,Handicraft/Medicine Jewel 4,Jewel,rare11,A decoration that enhances the Handicraft and Recovery Up skills.,318
2189,Release/Medicine Jewel 4,Jewel,rare11,A decoration that enhances the Free Element/Ammo Up and Recovery Up skills.,319
2190,Footing/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Tremor Resistance and Health Boost skills.,320
2191,Charger/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Focus and Health Boost skills.,321
2192,Enhancer/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Power Prolonger and Health Boost skills.,322
2193,Destroyer/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Partbreaker and Health Boost skills.,323
2194,KO/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Slugger and Health Boost skills.,324
2195,Potential/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Heroics and Health Boost skills.,325
2196,Wind Resist/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Windproof and Health Boost skills.,326
2197,Draw/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Critical Draw and Health Boost skills.,327
2198,Throttle/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Latent Power and Health Boost skills.,328
2199,Challenger/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Agitator and Health Boost skills.,329
2200,Flawless/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Peak Performance and Health Boost skills.,330
2201,Furor/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Resentment and Health Boost skills.,331
2202,Mighty/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Maximum Might and Health Boost skills.,332
2203,Brace/Vitality Jewel 4,Jewel,rare10,A decoration that enhances the Flinch Free and Health Boost skills.,333
2204,Phoenix/Vitality Jewel 4,Jewel,rare11,A decoration that enhances the Coalescence and Health Boost skills.,334
2205,Earplug/Vitality Jewel 4,Jewel,rare11,A decoration that enhances the Earplugs and Health Boost skills.,335
2206,Critical/Vitality Jewel 4,Jewel,rare11,A decoration that enhances the Critical Boost and Health Boost skills.,336
2207,Tenderizer/Vitality Jewel 4,Jewel,rare11,A decoration that enhances the Weakness Exploit and Health Boost skills.,337
2208,Handicraft/Vitality Jewel 4,Jewel,rare11,A decoration that enhances the Handicraft and Health Boost skills.,338
2209,Release/Vitality Jewel 4,Jewel,rare11,A decoration that enhances the Free Element/Ammo Up and Health Boost skills.,339
2210,Footing/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Tremor Resistance and Tool Specialist skills.,340
2211,Charger/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Focus and Tool Specialist skills.,341
2212,Enhancer/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Power Prolonger and Tool Specialist skills.,342
2213,Destroyer/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Partbreaker and Tool Specialist skills.,343
2214,KO/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Slugger and Tool Specialist skills.,344
2215,Potential/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Heroics and Tool Specialist skills.,345
2216,Wind Resist/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Windproof and Tool Specialist skills.,346
2217,Draw/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Critical Draw and Tool Specialist skills.,347
2218,Throttle/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Latent Power and Tool Specialist skills.,348
2219,Challenger/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Agitator and Tool Specialist skills.,349
2220,Flawless/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Peak Performance and Tool Specialist skills.,350
2221,Furor/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Resentment and Tool Specialist skills.,351
2222,Mighty/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Maximum Might and Tool Specialist skills.,352
2223,Brace/Maintenance Jewel 4,Jewel,rare10,A decoration that enhances the Flinch Free and Tool Specialist skills.,353
2224,Phoenix/Maintenance Jewel 4,Jewel,rare11,A decoration that enhances the Coalescence and Tool Specialist skills.,354
2225,Earplug/Maintenance Jewel 4,Jewel,rare11,A decoration that enhances the Earplugs and Tool Specialist skills.,355
2226,Critical/Maintenance Jewel 4,Jewel,rare11,A decoration that enhances the Critical Boost and Tool Specialist skills.,356
2227,Tenderizer/Maintenance Jewel 4,Jewel,rare11,A decoration that enhances the Weakness Exploit and Tool Specialist skills.,357
2228,Handicraft/Maintenance Jewel 4,Jewel,rare11,A decoration that enhances the Handicraft and Tool Specialist skills.,358
2229,Release/Maintenance Jewel 4,Jewel,rare11,A decoration that enhances the Free Element/Ammo Up and Tool Specialist skills.,359
2230,Footing/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Tremor Resistance and Constitution skills.,360
2231,Charger/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Focus and Constitution skills.,361
2232,Enhancer/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Power Prolonger and Constitution skills.,362
2233,Destroyer/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Partbreaker and Constitution skills.,363
2234,KO/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Slugger and Constitution skills.,364
2235,Potential/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Heroics and Constitution skills.,365
2236,Wind Resist/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Windproof and Constitution skills.,366
2237,Draw/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Critical Draw and Constitution skills.,367
2238,Throttle/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Latent Power and Constitution skills.,368
2239,Challenger/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Agitator and Constitution skills.,369
2240,Flawless/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Peak Performance and Constitution skills.,370
2241,Furor/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Resentment and Constitution skills.,371
2242,Mighty/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Maximum Might and Constitution skills.,372
2243,Brace/Physique Jewel 4,Jewel,rare11,A decoration that enhances the Flinch Free and Constitution skills.,373
2244,Phoenix/Physique Jewel 4,Jewel,rare12,A decoration that enhances the Coalescence and Constitution skills.,374
2245,Earplug/Physique Jewel 4,Jewel,rare12,A decoration that enhances the Earplugs and Constitution skills.,375
2246,Critical/Physique Jewel 4,Jewel,rare12,A decoration that enhances the Critical Boost and Constitution skills.,376
2247,Tenderizer/Physique Jewel 4,Jewel,rare12,A decoration that enhances the Weakness Exploit and Constitution skills.,377
2248,Handicraft/Physique Jewel 4,Jewel,rare12,A decoration that enhances the Handicraft and Constitution skills.,378
2249,Release/Physique Jewel 4,Jewel,rare12,A decoration that enhances the Free Element/Ammo Up and Constitution skills.,379
2250,Footing/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Tremor Resistance and Evade Window skills.,380
2251,Charger/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Focus and Evade Window skills.,381
2252,Enhancer/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Power Prolonger and Evade Window skills.,382
2253,Destroyer/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Partbreaker and Evade Window skills.,383
2254,KO/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Slugger and Evade Window skills.,384
2255,Potential/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Heroics and Evade Window skills.,385
2256,Wind Resist/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Windproof and Evade Window skills.,386
2257,Draw/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Critical Draw and Evade Window skills.,387
2258,Throttle/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Latent Power and Evade Window skills.,388
2259,Challenger/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Agitator and Evade Window skills.,389
2260,Flawless/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Peak Performance and Evade Window skills.,390
2261,Furor/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Resentment and Evade Window skills.,391
2262,Mighty/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Maximum Might and Evade Window skills.,392
2263,Brace/Evasion Jewel 4,Jewel,rare11,A decoration that enhances the Flinch Free and Evade Window skills.,393
2264,Phoenix/Evasion Jewel 4,Jewel,rare12,A decoration that enhances the Coalescence and Evade Window skills.,394
2265,Earplug/Evasion Jewel 4,Jewel,rare12,A decoration that enhances the Earplugs and Evade Window skills.,395
2266,Critical/Evasion Jewel 4,Jewel,rare12,A decoration that enhances the Critical Boost and Evade Window skills.,396
2267,Tenderizer/Evasion Jewel 4,Jewel,rare12,A decoration that enhances the Weakness Exploit and Evade Window skills.,397
2268,Handicraft/Evasion Jewel 4,Jewel,rare12,A decoration that enhances the Handicraft and Evade Window skills.,398
2269,Release/Evasion Jewel 4,Jewel,rare12,A decoration that enhances the Free Element/Ammo Up and Evade Window skills.,399
2270,Survival Jewel 1,Jewel,rare9,A decoration that enhances the Survival Expert skill.,
2271,Unavailable,Jewel,rare9,A decoration that enhances the Aquatic/Polar Mobility skill.,
2272,Warming Jewel 2,Jewel,rare9,A decoration that enhances the Coldproof skill.,400
2273,Unavailable,Normal,rare4,Unavailable,
2274,Unavailable,Normal,rare4,Unavailable,
2275,Unavailable,Normal,rare4,Unavailable,
2276,Unavailable,Normal,rare4,Unavailable,
2277,Unavailable,Normal,rare4,Unavailable,
2278,Unavailable,Normal,rare4,Unavailable,
2279,Unavailable,Normal,rare4,Unavailable,
2280,Unavailable,Normal,rare4,Unavailable,
2281,Unavailable,Normal,rare4,Unavailable,
2282,Unavailable,Normal,rare4,Unavailable,
2283,Unavailable,Normal,rare4,Unavailable,
2284,Unavailable,Normal,rare4,Unavailable,
2285,Unavailable,Normal,rare4,Unavailable,
2286,Unavailable,Normal,rare4,Unavailable,
2287,Unavailable,Normal,rare4,Unavailable,
2288,Unavailable,Normal,rare4,Unavailable,
2289,Unavailable,Normal,rare4,Unavailable,
2290,Unavailable,Normal,rare4,Unavailable,
2291,Unavailable,Normal,rare4,Unavailable,
2292,Unavailable,Normal,rare4,Unavailable,
2293,Unavailable,Normal,rare4,Unavailable,
2294,Unavailable,Normal,rare4,Unavailable,
2295,Unavailable,Normal,rare4,Unavailable,
2296,Unavailable,Normal,rare4,Unavailable,
2297,Unavailable,Normal,rare4,Unavailable,
2298,Unavailable,Normal,rare4,Unavailable,
2299,Unavailable,Normal,rare4,Unavailable,
2300,Unavailable,Normal,rare4,Unavailable,
2301,Unavailable,Normal,rare4,Unavailable,
2302,Unavailable,Normal,rare4,Unavailable,
2303,Unavailable,Normal,rare4,Unavailable,
2304,Unavailable,Normal,rare4,Unavailable,
2305,Unavailable,Normal,rare4,Unavailable,
2306,Unavailable,Normal,rare4,Unavailable,
2307,Unavailable,Normal,rare4,Unavailable,
2308,Unavailable,Normal,rare4,Unavailable,
2309,Unavailable,Normal,rare4,Unavailable,
2310,Unavailable,Normal,rare4,Unavailable,
2311,Unavailable,Normal,rare4,Unavailable,
2312,Unavailable,Normal,rare4,Unavailable,
2313,Unavailable,Normal,rare4,Unavailable,
2314,Unavailable,Normal,rare4,Unavailable,
2315,Unavailable,Normal,rare4,Unavailable,
2316,Unavailable,Normal,rare4,Unavailable,
2317,Unavailable,Normal,rare4,Unavailable,
2318,Unavailable,Normal,rare4,Unavailable,
2319,Unavailable,Normal,rare4,Unavailable,
2320,Unavailable,Normal,rare4,Unavailable,
2321,Unavailable,Normal,rare4,Unavailable,
2322,Unavailable,Normal,rare4,Unavailable,
2323,Unavailable,Normal,rare4,Unavailable,
2324,Unavailable,Normal,rare4,Unavailable,
2325,Unavailable,Normal,rare4,Unavailable,
2326,Unavailable,Normal,rare4,Unavailable,
2327,Unavailable,Normal,rare4,Unavailable,
2328,Unavailable,Normal,rare4,Unavailable,
2329,Unavailable,Normal,rare4,Unavailable,
2330,Unavailable,Normal,rare4,Unavailable,
2331,Unavailable,Normal,rare4,Unavailable,
2332,Unavailable,Normal,rare4,Unavailable,
2333,Unavailable,Normal,rare4,Unavailable,
2334,Unavailable,Normal,rare4,Unavailable,
2335,Unavailable,Normal,rare4,Unavailable,
2336,Unavailable,Normal,rare4,Unavailable,
2337,Unavailable,Normal,rare4,Unavailable,
2338,Unavailable,Normal,rare4,Unavailable,
2339,Unavailable,Normal,rare4,Unavailable,
2340,Unavailable,Normal,rare4,Unavailable,
2341,Unavailable,Normal,rare4,Unavailable,
2342,Unavailable,Normal,rare4,Unavailable,
2343,Unavailable,Normal,rare4,Unavailable,
2344,Unavailable,Normal,rare4,Unavailable,
2345,Unavailable,Normal,rare4,Unavailable,
2346,Unavailable,Normal,rare4,Unavailable,
2347,Unavailable,Normal,rare4,Unavailable,
2348,Unavailable,Normal,rare4,Unavailable,
2349,Unavailable,Normal,rare4,Unavailable,
2350,Unavailable,Normal,rare4,Unavailable,
2351,Unavailable,Normal,rare4,Unavailable,
2352,Unavailable,Normal,rare4,Unavailable,
2353,Unavailable,Normal,rare4,Unavailable,
2354,Unavailable,Normal,rare4,Unavailable,
2355,Unavailable,Normal,rare4,Unavailable,
2356,Unavailable,Normal,rare4,Unavailable,
2357,Unavailable,Normal,rare4,Unavailable,
2358,Unavailable,Normal,rare4,Unavailable,
2359,Unavailable,Normal,rare4,Unavailable,
2360,Unavailable,Normal,rare4,Unavailable,
2361,Unavailable,Normal,rare4,Unavailable,
2362,Unavailable,Normal,rare4,Unavailable,
